objectid,gmrap_id,coded_id,tract_name,name,name_other,name_group,includes,sitestatus,country,state_prov,latitude,longitude,dep_type,dep_subtype,age_ma,age_method,age_range,age_ref,comm_major,comm_minor,comm_trace,tonnage_mt,cu_pct,mo_pct,au_g_t,ag_g_t,con_cu_t,au_mo,comments,minerals,assd_rock,dev_status,ref_list,setting,study_area,short_ref,strat_age
1187,3134,150pCu6002,"Dinaride-Aegean Region",Drosaton,,"Korifi Group","Group includes Akritas, Doirani, Drosaton, Gavra, Korifi, Monolithi I, Monolithi II, and Monolithi III prospects.",prospect,Greece,"Kentriki Makedonia",41.175,22.8,"Porphyry copper",NA,-9999,"Geologic inference",Paleogene(?),"Kockel and others (1975)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Bodies 100 m and 200 m in diameter, alteration is very weak with a very weak halo in the country rock, 16 hard-rock samples had a max of 500 ppm Cu; 19 soil samples had a max of 130 ppm Cu. Krousia Mountains.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",Paleogene(?)
1188,3135,150pCu6002,"Dinaride-Aegean Region","Fisoka South",,"Fisoka Group","Group includes Fisoka, Alatina, Dilofon, Dilofon East, and Fisoka South prospects.",prospect,Greece,"Kentriki Makedonia",40.480556,23.773611,"Porphyry copper",NA,-9999,"not dated",,,Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"A 250 by 80 m dike, strong alteration, 39 hard-rock samples show a max of 320 ppm Cu. Eastern Chalkidiki Peninsula.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",
1189,3136,150pCu6002,"Dinaride-Aegean Region",Gavra,,"Korifi Group","Group includes Akritas, Doirani, Drosaton, Gavra, Korifi, Monolithi I, Monolithi II, and Monolithi III prospects.",prospect,Greece,"Kentriki Makedonia",41.175,22.838889,"Porphyry copper",NA,-9999,"Geologic inference",Paleogene(?),"Kockel and others (1975)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"750 x 250 m, strong alteration with no halo in the country rock, 35 hard-rock samples had a max of 120 ppm Cu; 31 soil samples had a max of 130 ppm Cu. Krousia Mountains.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",Paleogene(?)
1190,3137,150pCu6001,"Transylvania-Balkan Mountains","Gourgoulyatski kamuk",,"Radulovtsi Group","Group includes Bratoushkovo, Dragotintsi, Gourgoulyatski kamuk, and Radulovtsi prospects.",prospect,Bulgaria,Sofija,42.792243,22.962879,"Porphyry copper",NA,-9999,"Geologic inference","Late Cretaceous","geologic inference",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Porphyry copper prospect associated with the hydrothermally-altered, Late Cretaceous Silistar Intrusive Complex in the eastern Srednogorie Zone.",,,Prospect,"Nakov and others (2002)","continental margin",Europe,"Sutphin and others (2013)","Late Cretaceous"
1191,3141,150pCu6002,"Dinaride-Aegean Region",Jerakario,,"Jerakario Group","Jerakario, Divounon, Vathi",prospect,Greece,"Kentriki Makedonia",41.116667,22.922222,"Porphyry copper",NA,18,"U-Pb zircon","18 ±2 Ma","Reeves and others (1986)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Two bodies: one is 400by 250 m, strongly altered with a 1,600 by 600 m alteration halo; the other body is 200 by 100 m, with weak alteration. 202 hard-rock samples had a max of 14,000 ppm Cu; 253 soil samples had a max of 2,200 ppm Cu. Age for associated Vathi quartz monzonite. Krousia Mountains.",,,Occurrence,"Kockel and others (1975); Reeves and others (1986)",postconvergence,Europe,"Sutphin and others (2013)",Miocene
1192,3142,150pCu6002,"Dinaride-Aegean Region",Katsoures,,"Skouries Group","Group includes Skouries deposit and Katsoures and Tsikara prospects.",prospect,Greece,"Kentriki Makedonia",40.466667,23.720833,"Porphyry copper",NA,-9999,"not dated",,,Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"One body 450 by 200 m, 42 hard-rock samples had a max of 260 ppm Cu; max of 80 ppm Cu in 20 soil samples. Eastern Chalkidiki Peninsula.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",
1193,3144,150pCu6001,"Transylvania-Balkan Mountains","Kominsko Mountain",Kominsko,"Petelovo-Kominsko Group","Petelovo, Kominsko Mountain",prospect,Bulgaria,Pazardzhik,42.487,24.254,"Porphyry copper",NA,-9999,"not dated",,,Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Porphyry copper prospect associated with the hydrothermally-altered, Late Cretaceous Silistar Intrusive Complex in the eastern Srednogorie Zone. Panagyurishte district.",,,Prospect,"Bogdanov (1983); Nakov and others (2002)","continental margin",Europe,"Sutphin and others (2013)",
1194,3145,150pCu6002,"Dinaride-Aegean Region",Korifi,,"Korifi Group","Group includes Akritas, Doirani, Drosaton, Gavra, Korifi, Monolithi I, Monolithi II, and Monolithi III prospects.",prospect,Greece,"Kentriki Makedonia",41.163889,22.833333,"Porphyry copper",NA,-9999,"Geologic inference",Paleogene(?),"Kockel and others (1975)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"250 by 200 m in size, strong alteration with limited silicification in the country rock, 15 hard-rock samples had a max of 1,500 ppm Cu; 12 soil samples had a max of 170 ppm Cu. Krousia Mountains.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",Paleogene(?)
1195,3146,150pCu6002,"Dinaride-Aegean Region","Koukouta Lofos",,"Pontokerassia Group","Group includes Didimi Lofi, Koukouta Lofos, and Pontokerassia prospects.",prospect,Greece,"Kentriki Makedonia",41.044444,23.208333,"Porphyry copper",NA,-9999,"not dated",,,Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"A 700 by 600 m body with medium alteration and very limited alteration halo, 20 hard-rock samples had a max of 130 ppm Cu; 51 soil samples had a max of 150 ppm Cu. Krousia Mountains.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",
1196,3148,150pCu6003,"Apuseni Mountains",Magura,,"Bolcana Group","Bolcana, Magura",prospect,Romania,Hunedoara,45.984,22.937,"Porphyry copper",NA,-9999,"Geologic inference",Neogene,"geologic inference",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"The Magura Poienii prospect is contained within a zone of argillic alteration occurs over the central part of an andesitic complex. Metaliferi Mountains.",,,Prospect,"Vlad and Orlandea (2004)",postconvergence,Europe,"Sutphin and others (2013)",Neogene
1197,3149,150pCu6002,"Dinaride-Aegean Region","Monolithi I",,"Korifi Group","Group includes Akritas, Doirani, Drosaton, Gavra, Korifi, Monolithi I, Monolithi II, and Monolithi III prospects.",prospect,Greece,"Kentriki Makedonia",41.158333,22.844444,"Porphyry copper",NA,-9999,"Geologic inference",Paleogene(?),"Kockel and others (1975)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"350 by 200 m, strong alteration with a strong alteration halo in the country rock; 19 hard-rock samples had a max of 350 ppm Cu; 17 soil samples had a max of 70 ppm Cu. Krousia Mountains.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",Paleogene(?)
1198,3150,150pCu6002,"Dinaride-Aegean Region","Monolithi II",,"Korifi Group","Group includes Akritas, Doirani, Drosaton, Gavra, Korifi, Monolithi I, Monolithi II, and Monolithi III prospects.",prospect,Greece,"Kentriki Makedonia",41.170021,22.849527,"Porphyry copper",NA,-9999,"Geologic inference",Paleogene(?),"Kockel and others (1975)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"With Monolith III form a 1,500 by 400 m occurrence, there is no alteration, no known samples. Krousia Mountains.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",Paleogene(?)
1199,3151,150pCu6002,"Dinaride-Aegean Region","Monolithi III",,"Korifi Group","Group includes Akritas, Doirani, Drosaton, Gavra, Korifi, Monolithi I, Monolithi II, and Monolithi III prospects.",prospect,Greece,"Kentriki Makedonia",41.158333,22.866667,"Porphyry copper",NA,-9999,"Geologic inference",Paleogene(?),"Kockel and others (1975)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"With Monolith II form a 1,500 by 400 m occurrence, there is no alteration, no known samples. Krousia Mountains.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",Paleogene(?)
1200,3157,150pCu6001,"Transylvania-Balkan Mountains",Radulovtsi,,"Radulovtsi Group","Group includes Bratoushkovo, Dragotintsi, Gourgoulyatski kamuk, and Radulovtsi prospects.",prospect,Bulgaria,Sofija,42.843051,22.899824,"Porphyry copper",NA,-9999,"Geologic inference","Late Cretaceous","geologic inference",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Porphyry copper prospect associated with the hydrothermally-altered, Late Cretaceous Silistar Intrusive Complex in the eastern Srednogorie Zone.",,,Prospect,"Nakov and others (2002)","continental margin",Europe,"Sutphin and others (2013)","Late Cretaceous"
1201,3165,150pCu6002,"Dinaride-Aegean Region",Tsikara,,"Skouries Group","Group includes Skouries deposit and Katsoures and Tsikara prospects.",prospect,Greece,"Kentriki Makedonia",40.441667,23.725,"Porphyry copper",NA,-9999,"not dated",,,Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"A porphyry body with marginal diorite, 360 by 2,000 m, strong alteration halo 15.2 km², 266 hard-rock samples had a max of 30 ppm Cu; 466 soil samples had a max of 190 ppm Cu. European Goldfields has five geomagnetic targets at Tsikara 5 km east of Skouries. Eastern Chalkidiki Peninsula.",,,Occurrence,"Kockel and others (1975)",postconvergence,Europe,"Sutphin and others (2013)",
1202,3167,150pCu6003,"Apuseni Mountains","Valea Arsului",,"Rovina Valley Group","Group includes Colnic, Rovina, Valea Morii deposits and Ciresata and Valea Arsului prospects.",prospect,Romania,Hunedoara,46.1137,22.8668,"Porphyry copper",NA,-9999,"Geologic inference",Neogene,"geologic inference",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Maybe same as, or adjacent to, Valea Morii. Metalliferi Mountains.",,,Occurrence,"Ianovici and others (1977)",postconvergence,Europe,"Sutphin and others (2013)",Neogene
1203,3170,150pCu6002,"Dinaride-Aegean Region",Vathi,,"Jerakario Group","Jerakario, Divounon, Vathi",prospect,Greece,"Kentriki Makedonia",41.145,22.975,"Porphyry copper",NA,18,"U-Pb zircon","18 ±2 Ma","Reeves and others (1986)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Only parts are altered with a limited alteration halo. The area constitutes a large part of a north-facing hill on the edge of the township. Sulphide mineralization occurs within a rhyolitic volcanic stock. Age for associated Vathi quartz monzonite.Krousia Mountains.",,,Occurrence,"Kockel and others (1975); Reeves and others (1986)",postconvergence,Europe,"Sutphin and others (2013)",Miocene
1204,3173,150pCu6002,"Dinaride-Aegean Region","St. Demetrios",,"Kassiteres Group","Group includes Kassiteres, Koryfes Hill, and St. Demetrios prospects.",prospect,Greece,"Anatoliki Makedonia Kai Thraki",41.056,25.786,"Porphyry copper",NA,-9999,"Geologic inference",Oligocene–Miocene,"Singer and others (2008)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"St. Demetrios is but one part of the Kassiteres-Sappes multi-centered porphyry-epithermal system.",,,Prospect,"Voudouris and Alfieris (2005); Voudouris and others (2006); Singer and others (2008)",postconvergence,Europe,"Sutphin and others (2013)",Oligocene–Miocene
1205,3195,150pCu6002,"Dinaride-Aegean Region",Plavkovo,,"Rudnitsa Group","Rudnitsa, Plavkovo",prospect,Serbia,Raska,43.229117,20.668384,"Porphyry copper",NA,-9999,"not dated",,,"Cu, Au",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Plavkovo: Au-Cu prospect in Vardar Zone, adjacent to Rudnitsa porphyry Cu-Au prospect. 150-m-wide zone of sulfide-quartz veins in structurally-controlled zone of argillically altered andesites. Outcrop chip and 4 trenches sampled: trench results 16.2 m of 0.21% Cu; 14 m of 0.49% Cu; up to 1.41 g/t Au. Raska District.",,,Prospect,"Reservoir Capital Corp. (2011)",postconvergence,Europe,"Sutphin and others (2013)",
1206,3197,150pCu6003,"Apuseni Mountains",Colnic,"Rovina Valley Project","Rovina Valley Group","Group includes Colnic, Rovina, Valea Morii deposits and Ciresata and Valea Arsului prospects.",deposit,Romania,Hunedoara,46.141065,22.907764,"Porphyry copper",Cu-Au,-9999,"not dated",,,Cu,,,156.4,0.11,-9999,0.54,-9999,170000,-9999,"Part of Carpathian Gold Inc.'s Rovina Valley Project. Resource estimates as of Septembe 30, 2008. Located 2.6 km S of Rovina deposit. Location: based on Google Earth image on Carpathian website. Apuseni Mountains, Golden Quadrilateral.",,,Prospect,"Carpathian Gold Inc. (2010); Marketwire (2010b)",postconvergence,Europe,"Sutphin and others (2013)",
1207,384,150pCu6002,"Dinaride-Aegean Region",Kassiteres,,"Kassiteres Group","Group includes Kassiteres, Koryfes Hill, and St. Demetrios prospects.",prospect,Greece,"Anatoliki Makedonia Kai Thraki",41.023333,25.7875,"Porphyry copper",NA,-9999,"Geologic inference",Oligocene–Miocene,"Singer and others (2008)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Kassiteres-Sappes area represents a deeply eroded Tertiary volcanic edifice having hydrothermal features that suggest that the area is a multi-centered porphyry/epithermal system.","actinolite, adularia, albite, altaite, alunite, barite, biotite, bornite, chalcopyrite, chlorite, coloradoite, covellite, diaspore, electrum, enargite, galena, gold, goldfieldite, hematite, hessite, kaolinite, marcasite, petzite, pyrite, pyrophyllite, sericite, marcasite, petzite, pyrite, pyrophyllite, sericite, sphalerite, stutzite, sylvanite, native tellurium, tetradymite, tetrahedrite/tennantite, Bi-tellurides, Bi-sulfosalts","breccia, dacite dike, quartz monzodiorite, rhyolite dike, conglomerate, marl, sandstone, mudstone, andesite flow, andesite pyroclastics, diorite, diorite porphyry, rhyolite",Prospect,"Voudouris (1997); Voudouris (2006); Voudouris and others (2003); Voudouris and others (2006); Singer and others (2008)",postconvergence,Europe,"Sutphin and others (2013)",Oligocene–Miocene
1208,3176,150pCu6002,"Dinaride-Aegean Region","Koryfes Hill",,"Kassiteres Group","Group includes Kassiteres, Koryfes Hill, and St. Demetrios prospects.",prospect,Greece,"Anatoliki Makedonia Kai Thraki",41.056,25.786,"Porphyry copper",NA,-9999,"Geologic inference",Oligocene–Miocene,"Singer and others (2008)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Part of the Kassiteres-Sappes multi-centered porphyry-epithermal system, a deeply eroded Tertiary volcanic edifice having hydrothermal features that suggest that the area is a multi-centered porphyry/epithermal system. Subeconomic porphyry prospect associated with a 0.8 by 1.0 km outcrop of microdiorite in the Koryfes Hill area about 1.5 km S of the St. Demetrios prospect and about 3 km NE of the St. Barabra epithermal system K-Na-silicate alteration; stockwork veining, replacement and disseminated pyrite, chalcopyrite, minor pyrrhotite. High-sulfidation 20-m-thick high sulfidation silicic cap. Surface samples up to 700 ppm Cu and 0.5 g/t Au. Propylitic alteration halo. High-grade stage II veins: up to 0.43% Cu, 0.7% Pb, 1.23% Zn, and 190 ppm Mo.","barite, biotite, calcite, chalcopyrite, galena, sphalerite, tetrahedite, pyrrhotite, pyrite, sericite","microdiorite, quartz monzonite, pyroxene-hornblende andesite",Prospect,"Voudouris and Alfieris (2005); Voudouris and others (2006); Singer and others (2008)",postconvergence,Europe,"Sutphin and others (2013)",Oligocene–Miocene
1209,381,150pCu6001,"Transylvania-Balkan Mountains",Byrdtseto,"Byrdtse, Burdceto, Bardtse","Sukrupasa Group","Sukrupasa, Byrdtseto",prospect,Bulgaria,Burgas,41.974167,27.534444,"Porphyry copper",NA,80,unknown,"87–74 Ma","Singer and others (2008)","Cu, Mo",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Prospect localized in the southeastern part of the Malko Tarnovo pluton within porphyritic felsic rocks. Predominantly disseminated vein type Cu-Mo mineralization with vein quartz-Mo. In the Malko-Turnovo mining region known for skarns. Malko Turnovo district.","adularia, anhydrite/gypsum, apatite, Biûminerals, biotite, bornite, chalcocite, chalcopyrite, chlorite, epidote, fluorite, galena, garnet, gold, joseite, magnetite, molybdenite, pyrite, rutile, scheelite, sericite, sphalerite, tetradymite, tetrahedrite/tennantite, tremolite, wittichenite, zeolite","diorite porphyry, granite porphyry, monzodiorite, granodiorite, limestone, mudstone, peridotite, quartz diorite porphyry, siltstone, dolomite, gabbro, granite, hornfels, marble, skarn",Prospect,"Bogdanov (1983); Bogdanov (1986); Bonev and others (1989); Nedialkov and others (2009); Singer and others (2008)","continental margin",Europe,"Sutphin and others (2013)","Late Cretaceous"
1210,390,150pCu6001,"Transylvania-Balkan Mountains",Sukrupasa,,"Sukrupasa Group","Sukrupasa, Byrdtseto",deposit,Turkey,Kirklareli,41.938277,27.506337,"Porphyry copper",NA,81.7,unknown,"81.7 ±1.6 Ma","Singer and others (2008)","Cu, Au",,,8,0.41,-9999,0.08,-9999,30000,-9999,"Average 0.41% Cu, 0.08 g/t Au. Kirklareli.","arsenopyrite, azurite/malachite, Bi-minerals, bornite, chalcocite/digenite, chalcopyrite, covellite, dickite, enargite, galena, garnet, goethite, ilmenite, ilmenomagnetite, limonite, magnetite, molybdenite, psilomelane, pyrite, pyrrhotite, rutile, scheelite, sphalerite","granodiorite, granodiorite porphyry, quartz diorite porphyry, monzodiorite, skarn, tonalite, gneiss, granite, spilite, dolomite, limestone, schist",Prospect,"Gultekin (1999); Mobbs (2013); Ohta and others (1988); Yigit (2006); Yigit (2009); Singer and others (2008)","continental margin",Europe,"Sutphin and others (2013)","Late Cretaceous"
1211,689,150pCu6001,"Transylvania-Balkan Mountains","Vlaykov Vruh",,"Vlaykov Vruh Group","Group includes Popovo Dere and Vlaykov Vruh deposits.",deposit,Bulgaria,Pazardzhik,42.352997,24.213821,"Porphyry copper",NA,85.6,unknown,"85.6 ±0.15 Ma","Singer and others (2008)",Cu,,,9.8,0.46,-9999,-9999,-9999,45000,-9999,"Mined out 19621979. Exposed. Panagyurishte district.","aikinite, apatite, azurite/malachite, biotite, bornite, chalcocite, chalcopyrite, chrysocolla, covellite, galena, goethite, hematite, magnetite, molybdenite, pyrite, rutile, sericite, sphalerite, tennantite/tetrahedrite, tetradymite","breccia, dacite porphyry, granodiorite porphyry, gneiss, andesite, dacite, tuff, gneiss","Past Producer","Bogdanov and others (1997); Peytcheva and others (2003); Strashimirov and others (2002); Strashimirov and Popov (2000); von Quadt, Peytcheva and others (2005); Ciobanu and others (2002); Nakov and others (2002); Singer and others (2008); Zimmerman and others (2008)","continental margin",Europe,"Sutphin and others (2013)","Late Cretaceous"
